fid,nazwa,url,opis,full,ourl
"715","Odzyskaj.info","https://mambiznes.pl/startupy/odzyskaj-info-9443","Odzyskaj.info to serwis dla internautów zainteresowanych tematyką ubezpieczeniową oraz osób poszkodowanych w wypadkach.…",=hyperlink("http://fubar.pl/test/startupy/715.html","715.html"),""
"716","Kupno.pl","https://mambiznes.pl/startupy/kupno-pl-9444","W sieci pojawił się nowy serwis transakcyjny – Kupno.pl. W przeciwieństwie do znanych…",=hyperlink("http://fubar.pl/test/startupy/716.html","716.html"),""
"717","Zerwuj.pl","https://mambiznes.pl/startupy/zerwuj-pl-9442","Zerwuj.pl jest nowym portalem usługowym, który zrzesza wszelkiego typu lokale gastronomiczne. Na serwisie…",=hyperlink("http://fubar.pl/test/startupy/717.html","717.html"),""
"718","Yam.pl","https://mambiznes.pl/startupy/yam-pl-9441","Serwis Yam pl ma ułatwiać kontakt z przyjaciółmi, znajomymi czy współpracownikami. Yam.pl to…",=hyperlink("http://fubar.pl/test/startupy/718.html","718.html"),""
"719","Sms2cash.pl","https://mambiznes.pl/startupy/sms2cash-pl-9440","Robisz zakupy i nagle brakuje Ci pieniędzy? Nie pożyczaj – zrób użytek ze…",=hyperlink("http://fubar.pl/test/startupy/719.html","719.html"),""
"720","SpokoPlan.pl","https://mambiznes.pl/startupy/spokoplan-pl-9439","Kilka dni temu swoją premierę miał serwis SpokoPlan.pl. Na witrynie w kilka minut użytkownicy…",=hyperlink("http://fubar.pl/test/startupy/720.html","720.html"),""
"721","WiecejTlenu.pl","https://mambiznes.pl/startupy/wiecejtlenu-pl-9438","PortalWiecejTlenu.pl powstał po to, aby propagować ekologiczny tryb życia, piętnować niepotrzebne zatruwanie i…",=hyperlink("http://fubar.pl/test/startupy/721.html","721.html"),""
"722","iSzkolenia.pl","https://mambiznes.pl/startupy/iszkolenia-pl-3323","Portal iSzkolenia.pl to platforma skupiając uczestników rynku szkoleniowego – firmy, trenerów, coachów, organizatorów…",=hyperlink("http://fubar.pl/test/startupy/722.html","722.html"),""
"723","iSzkolenia.pl","https://mambiznes.pl/startupy/iszkolenia-pl-2-9436","Portal iSzkolenia.pl to platforma skupiając uczestników rynku szkoleniowego – firmy, trenerów, coachów, organizatorów…",=hyperlink("http://fubar.pl/test/startupy/723.html","723.html"),""
"724","Cenmia.pl","https://mambiznes.pl/startupy/cenmia-pl-9437","Uruchomiono system lokalnych portali informacyjnych Cenmia.pl. Serwis umożliwia publikowanie informacji o aktualnych ofertach…",=hyperlink("http://fubar.pl/test/startupy/724.html","724.html"),""
"725","e-Notatka.pl","https://mambiznes.pl/startupy/e-notatka-pl-3322","Powstał serwis e-Notatka.pl. Pomysł na serwis zrodził się z „potrzeby”. Nie raz miałem…",=hyperlink("http://fubar.pl/test/startupy/725.html","725.html"),""
"726","Single2Single.pl","https://mambiznes.pl/startupy/single2single-pl-3321","Bycie singlem to najczęściej – choć nie zawsze – kwestia wyboru. Są single,…",=hyperlink("http://fubar.pl/test/startupy/726.html","726.html"),""
"727","BarterOnline.pl","https://mambiznes.pl/startupy/barteronline-pl-3320","BarterOnline.pl jest internetowym serwisem, dzięki któremu przedsiębiorcy mogą dokonywać zakupów bez użycia gotówki.…",=hyperlink("http://fubar.pl/test/startupy/727.html","727.html"),""
"728","ServiceBook.pl","https://mambiznes.pl/startupy/servicebook-pl-3319","ServiceBook.pl to internetowy odpowiednik książki serwisowej, jaką producenci aut dołączają do każdego sprzedanego…",=hyperlink("http://fubar.pl/test/startupy/728.html","728.html"),""
"729","TopKartka.pl","https://mambiznes.pl/startupy/topkartka-pl-3318","Serwis Topkartka.pl daje możliwość zaprojektowania pocztówki lub kartki , w zależności od typu…",=hyperlink("http://fubar.pl/test/startupy/729.html","729.html"),""
"730","MamSprzedam.pl","https://mambiznes.pl/startupy/mamsprzedam-pl-3317","Serwis MamSprzedam.pl jest narzędziem do handlu poprzez kontakt bezpośredni rzeczami drobnymi/używanymi czy takimi…",=hyperlink("http://fubar.pl/test/startupy/730.html","730.html"),""
"731","TopFryzjer.pl","https://mambiznes.pl/startupy/topfryzjer-pl-3316","TopFryzjer.pl to ranking usług fryzjerskich tworzony przez Internautów. Dzięki niemu poznasz najlepsze salony…",=hyperlink("http://fubar.pl/test/startupy/731.html","731.html"),""
"732","Plumkaj.pl","https://mambiznes.pl/startupy/plumkaj-pl-3315","Wystartował nowy serwis internetowy Plumkaj.pl umożliwiający wyrażanie (skrajnie) pozytywnego lub negatywnego zdania. Jak…",=hyperlink("http://fubar.pl/test/startupy/732.html","732.html"),""
"733","OcenBank.pl","https://mambiznes.pl/startupy/ocenbank-pl-3314","Wortal OcenBank.pl jest to serwis do wymiany opinii, ocen i poglądów na temat…",=hyperlink("http://fubar.pl/test/startupy/733.html","733.html"),""
"734","GirlGamer.pl - dziewczyny lubią grać","https://mambiznes.pl/startupy/girlgamer-pl-dziewczyny-lubia-grac-3313","W sieci pojawił się Girlgamer.pl. Jest to pierwsza w Polsce strona skierowana do…",=hyperlink("http://fubar.pl/test/startupy/734.html","734.html"),""
"735","NowaGaleria.pl","https://mambiznes.pl/startupy/nowagaleria-pl-3312","Wystartowała nowagaleria.pl – internetowa galeria sztuki skierowana do odbiorców poszukujących tradycyjnych martwych natur…",=hyperlink("http://fubar.pl/test/startupy/735.html","735.html"),""
"736","Prezenteria.pl - kochamy prezenty","https://mambiznes.pl/startupy/prezenteria-pl-kochamy-prezenty-3311","Prezenteria.pl to serwis, który odbiega od tradycyjnej i kłopotliwej formy wręczania prezentów. Największą…",=hyperlink("http://fubar.pl/test/startupy/736.html","736.html"),""
"737","Housik.pl - mieszkanie z pomysłem","https://mambiznes.pl/startupy/housik-pl-mieszkanie-z-pomyslem-3310","Housik.pl to portal, dzięki któremu urządzanie wnętrza stanie się przyjemnością. Znajdziesz tu informacje…",=hyperlink("http://fubar.pl/test/startupy/737.html","737.html"),""
"738","Biteo.pl - dziel się plikami","https://mambiznes.pl/startupy/biteo-pl-dziel-sie-plikami-3309","Na początku stycznia na polskim rynku internetowym pojawiła się nowoczesna platforma Biteo.pl, która…",=hyperlink("http://fubar.pl/test/startupy/738.html","738.html"),""
"739","JestemSnobem.pl","https://mambiznes.pl/startupy/jestemsnobem-pl-3308","Pod adresem JestemSnobem.pl otworzył podwoje pierwszy w Polsce internetowy sklep dla snobów. Sklep…",=hyperlink("http://fubar.pl/test/startupy/739.html","739.html"),""
"740","Wypracowania.pl","https://mambiznes.pl/startupy/wypracowania-pl-3307","Nie wiesz jak napisać dobre wypracowanie? Zadanie domowe Cię przerasta? Szukasz inspiracji, która…",=hyperlink("http://fubar.pl/test/startupy/740.html","740.html"),""
"741","iSecure.pl - ochrona danych osobowych","https://mambiznes.pl/startupy/isecure-pl-ochrona-danych-osobowych-3306","Z początkiem stycznia 2010 r. swoją działalność rozpoczęła firma doradczo – konsultingowa iSecure,…",=hyperlink("http://fubar.pl/test/startupy/741.html","741.html"),""
"742","TwojeTypy.pl","https://mambiznes.pl/startupy/twojetypy-pl-3305","Zakłady bukmacherskie to w Polsce już stosunkowo dobrze rozwinięty biznes. Oczywiście w porównaniu…",=hyperlink("http://fubar.pl/test/startupy/742.html","742.html"),""
"743","Notanio.pl","https://mambiznes.pl/startupy/notanio-pl-3304","Serwis Notanio.pl to nowe, bo działające od miesiąca, narzędzie pozwalające szybciej, łatwiej i…",=hyperlink("http://fubar.pl/test/startupy/743.html","743.html"),""
"744","Dawcy-spermy.pl","https://mambiznes.pl/startupy/dawcy-spermy-pl-3303","Ilość kobiet nie mogących mieć dziecka z powodu braku męskiego partnera lub niedoskonałości…",=hyperlink("http://fubar.pl/test/startupy/744.html","744.html"),""
"745","ZapiszMnie.pl","https://mambiznes.pl/startupy/zapiszmnie-pl-3302","ZapiszMnie.pl to system internetowej rezerwacji usług i miejsc. Serwis jest doskonałym narzędziem zarówno…",=hyperlink("http://fubar.pl/test/startupy/745.html","745.html"),""
"746","DCSerwis.pl - wszystko o serwerach","https://mambiznes.pl/startupy/dcserwis-pl-wszystko-o-serwerach-3301","Niedawno wystartował projekt DCserwis.pl. Portal skierowany jest do szeroko rozumianej branży związanej z…",=hyperlink("http://fubar.pl/test/startupy/746.html","746.html"),""
"747","ParfumBar.pl","https://mambiznes.pl/startupy/parfumbar-pl-3300","Parfum Bar to moduł perfumeryjny, który rozszerzy ofertę drogerii, salonów kosmetycznych i fryzjerskich,…",=hyperlink("http://fubar.pl/test/startupy/747.html","747.html"),""
"748","PożyczKsiążkę.pl","https://mambiznes.pl/startupy/pozyczksiazke-pl-3299","Serwis PożyczKsiążkę.pl powstał, aby pozwolić każdemu czytelnikowi podzielić się swoją prywatną biblioteką z…",=hyperlink("http://fubar.pl/test/startupy/748.html","748.html"),""
"749","Fotonauci.pl - zdjęcia z pasją","https://mambiznes.pl/startupy/fotonauci-pl-zdjecia-z-pasja-3297","Serwis internetowy Fotonauci.pl powstał jako alternatywa dla serwisów typu fotka.pl, czy innych portali…",=hyperlink("http://fubar.pl/test/startupy/749.html","749.html"),""
"750","iOgłoszenia.com","https://mambiznes.pl/startupy/iogloszenia-com-3298","iOgloszenia.com jest młodym, dynamicznie rozwijającym się serwisem. Pośredniczymy w sprzedaży samochodów osobowych, dostawczych,…",=hyperlink("http://fubar.pl/test/startupy/750.html","750.html"),""
"751","FabrykaKartek.pl","https://mambiznes.pl/startupy/fabrykakartek-pl-3296","FabrykaKartek.pl to serwis umożliwiający tworzenie własnych eKartek online, za pomocą prostego w obsłudze…",=hyperlink("http://fubar.pl/test/startupy/751.html","751.html"),""
"752","GryNiedzielne.pl","https://mambiznes.pl/startupy/gryniedzielne-pl-3295","Po wielu miesiącach przygotowań światło dzienne nareszcie ujrzała wersja beta serwisu gryniedzielne.pl. Obszar…",=hyperlink("http://fubar.pl/test/startupy/752.html","752.html"),""
"753","Chcę-kupić.pl - dla konsumenta","https://mambiznes.pl/startupy/chce-kupic-pl-dla-konsumenta-3294","Rusza serwis chce-kupic.pl, czyli platformę aukcji odwróconych. Brak czasu na przeszukiwanie zwykłych aukcji…",=hyperlink("http://fubar.pl/test/startupy/753.html","753.html"),""
"754","Notatka.net - dla studentów","https://mambiznes.pl/startupy/notatka-net-dla-studentow-3293","Notatka.net jest serwisem skierowanym głównie do studentów, i pozwala połączyć siły w zdobywaniu…",=hyperlink("http://fubar.pl/test/startupy/754.html","754.html"),""
"755","iMiejsca.pl - lokalizator internetowy","https://mambiznes.pl/startupy/imiejsca-pl-lokalizator-internetowy-3292","iMiejsca.pl to serwis geolokalizacyjny oparty o Google Maps. W serwisie można znaleźć zarówno…",=hyperlink("http://fubar.pl/test/startupy/755.html","755.html"),""
"756","Finansosfera.pl - porównywarka finansowa","https://mambiznes.pl/startupy/finansosfera-pl-porownywarka-finansowa-3291","Na polskim rynku pojawiła się nowa porównywarka finansowa. Finansosfera.pl skierowana jest do użytkowników…",=hyperlink("http://fubar.pl/test/startupy/756.html","756.html"),""
"757","Lekarzownia.pl - Twój lekarz online","https://mambiznes.pl/startupy/lekarzownia-pl-twoj-lekarz-online-3290","Serwis Lekarzownia.pl powstał z myślą o pomocy Pacjentom i Lekarzom we wzajemnych kontaktach.…",=hyperlink("http://fubar.pl/test/startupy/757.html","757.html"),""
"758","ZnajomaTwarz.pl","https://mambiznes.pl/startupy/znajomatwarz-pl-3289","Jest to pierwszy tego typu portal społecznościowy w Polsce skupiający fanów komunikacji miejsckiej…",=hyperlink("http://fubar.pl/test/startupy/758.html","758.html"),""
"759","GrupaDom.pl","https://mambiznes.pl/startupy/grupadom-pl-3288","GrupaDom.pl jest serwisem umożliwiającym grupowanie się w celu wynegocjowania znaczących zniżek u deweloperów…",=hyperlink("http://fubar.pl/test/startupy/759.html","759.html"),""
"760","ListOdMikolaja.pl","https://mambiznes.pl/startupy/listodmikolaja-pl-3287","Listodmikolaja.pl to strona na, której możesz zamówić osobisty list od Świętego Mikołaja, dla…",=hyperlink("http://fubar.pl/test/startupy/760.html","760.html"),""
"761","Jabłuszkowo.pl, czyli jak rzucić palenie","https://mambiznes.pl/startupy/jabluszkowo-pl-czyli-jak-rzucic-palenie-3286","Jabłuszkowo.pl  to aktywna społeczność ludzi wspierających się wzajemnie w wychodzeniu z nałogu palenia…",=hyperlink("http://fubar.pl/test/startupy/761.html","761.html"),""
"762","My-gym.pl","https://mambiznes.pl/startupy/my-gym-pl-3284","My-gym.pl to jedyny w Polsce portal społecznościowy, przeznaczony dla osób ćwiczących w siłowniach…",=hyperlink("http://fubar.pl/test/startupy/762.html","762.html"),""
"763","ModnyBrzuszek.pl","https://mambiznes.pl/startupy/modnybrzuszek-pl-3285","Sklep internetowy modny brzuszek.pl powstał z potrzeby zakupu produktów, których nie można było…",=hyperlink("http://fubar.pl/test/startupy/763.html","763.html"),""
"764","MaszSpotkanie.pl - spotkania w jednym miejscu","https://mambiznes.pl/startupy/maszspotkanie-pl-spotkania-w-jednym-miejscu-3283","Czy zdarzyło Ci się kolejny raz spędzić wieczór przed komputerem nie mając żadnego…",=hyperlink("http://fubar.pl/test/startupy/764.html","764.html"),""
"765","ZakupyDlaGrupy.pl","https://mambiznes.pl/startupy/zakupydlagrupy-pl-3282","ZakupyDlaGrupy.pl to serwis internetowy, który pozwala zjednoczyć siły osób zainteresowanych zakupem tego samego…",=hyperlink("http://fubar.pl/test/startupy/765.html","765.html"),""
"766","AutoWcentrum.pl","https://mambiznes.pl/startupy/autowcentrum-pl-3281","Nowy projekt twórców AutoCentrum.pl nosi nazwę… autoWcentrum i jest pierwszym w Polsce serwisem…",=hyperlink("http://fubar.pl/test/startupy/766.html","766.html"),""
"767","Fudeo.pl - jedzenie do domu przez Internet","https://mambiznes.pl/startupy/fudeo-pl-jedzenie-do-domu-przez-internet-3280","Fudeo.pl to serwis, który pozwala zamówić jedzenie do domu przez internet oraz dowiedzieć…",=hyperlink("http://fubar.pl/test/startupy/767.html","767.html"),""
"768","AngielskiDlaPrzedszkolaka.pl","https://mambiznes.pl/startupy/angielskidlaprzedszkolaka-pl-3279","Internetowy projekt o nazwie AngielskiDlaPrzedszkolaka.pl to portal z interaktywnym kursem językowym, przygotowany z…",=hyperlink("http://fubar.pl/test/startupy/768.html","768.html"),""
"769","DotBook.pl - Twoje rezerwacje","https://mambiznes.pl/startupy/dotbook-pl-twoje-rezerwacje-3278","Dotbook.pl to społecznościowy system rezerwacji miejsc noclegowych online. Serwis jest tworzony, rozwijany i…",=hyperlink("http://fubar.pl/test/startupy/769.html","769.html"),""
"770","Fursa.pl - biznes w krajach arabskich","https://mambiznes.pl/startupy/fursa-pl-biznes-w-krajach-arabskich-3277","Fursa w języku arabskim oznacza szansę. Stąd też wziął nazwę portal fursa.pl, który…",=hyperlink("http://fubar.pl/test/startupy/770.html","770.html"),""
"771","Robotni.pl - ludzie chętni do pracy","https://mambiznes.pl/startupy/robotni-pl-ludzie-chetni-do-pracy-3276","Serwis Robotni.pl, w którym został odwrócony dotychczasowy sposób rekrutacji pracowników. Teraz to pracodawca…",=hyperlink("http://fubar.pl/test/startupy/771.html","771.html"),""
"772","Studiujemy.pl - portal studencki","https://mambiznes.pl/startupy/studiujemy-pl-portal-studencki-3275","Grupa informatyków stworzyła serwis, który ma służyć m.in. do wymiany materiałów naukowych między…",=hyperlink("http://fubar.pl/test/startupy/772.html","772.html"),""
"773","MagiaKartek.pl - pocztówki online","https://mambiznes.pl/startupy/magiakartek-pl-pocztowki-online-3274","Magiakartek.pl jest nowym serwisem oferującym internautom zamówienie szczególnej kartki okolicznościowej na różne okazje…",=hyperlink("http://fubar.pl/test/startupy/773.html","773.html"),""
"774","StrefaDomeny.pl","https://mambiznes.pl/startupy/strefadomeny-pl-3273","StrefaDomeny.pl jest odpowiedzią na potrzeby użytkowników i właścicieli domen, którzy szukają źródeł fachowej…",=hyperlink("http://fubar.pl/test/startupy/774.html","774.html"),""
"775","TwojaEuropa.pl","https://mambiznes.pl/startupy/twojaeuropa-pl-3272","W Internecie zadebiutował portal poświęcony tematyce europejskiej. To pierwsze tak kompleksowe przedsięwzięcie, gromadzące…",=hyperlink("http://fubar.pl/test/startupy/775.html","775.html"),""
"776","Pedałuj.pl - dla miłośników rowerów","https://mambiznes.pl/startupy/pedaluj-pl-dla-milosnikow-rowerow-3271","Pedałuj.pl to serwis gdzie w łatwy sposób można odnaleźć trasy rowerowe w różnych…",=hyperlink("http://fubar.pl/test/startupy/776.html","776.html"),""
"777","BabskimOkiem.pl - kobiety polecają kobietom","https://mambiznes.pl/startupy/babskimokiem-pl-kobiety-polecaja-kobietom-3270","BabskimOkiem.pl jest jedynym w Polsce serwisem z niezwykle popularnej na świecie i również…",=hyperlink("http://fubar.pl/test/startupy/777.html","777.html"),""
"778","MarryLab.pl - laboratorium stron ślubnych","https://mambiznes.pl/startupy/marrylab-pl-laboratorium-stron-slubnych-3269","MarryLab to internetowa strona ślubna będąca doskonałą propozycją dla przyszłych Młodych Par, ceniących…",=hyperlink("http://fubar.pl/test/startupy/778.html","778.html"),""
"779","E-ffectica.pl","https://mambiznes.pl/startupy/e-ffectica-pl-3268","E-ffectica.pl – tak nazywa się nowa agencja e-marketingowa założona przez Jarosława Stępniaka i…",=hyperlink("http://fubar.pl/test/startupy/779.html","779.html"),""
"780","Opchaj.pl - serwis ogłoszeniowy","https://mambiznes.pl/startupy/opchaj-pl-serwis-ogloszeniowy-3267","Opchaj.pl to z założenia strona która pomoże ci pozbyć się wszystkich problemów związanych…",=hyperlink("http://fubar.pl/test/startupy/780.html","780.html"),""
"781","Turigo.pl - porównywarka turystyczna","https://mambiznes.pl/startupy/turigo-pl-porownywarka-turystyczna-3266","Serwis Turigo.pl ma umożliwiać swoim użytkownikom wyszukiwanie i porównywanie ofert przelotów i hoteli.…",=hyperlink("http://fubar.pl/test/startupy/781.html","781.html"),""
"782","Akupiszmi.pl - wspomnienia na całe życie","https://mambiznes.pl/startupy/akupiszmi-pl-wspomnienia-na-cale-zycie-3265","Jesteśmy młodym zespołem chcącym oferować Państwu wyłącznie rozrywkę godną wspomnień z dzieciństwa. To…",=hyperlink("http://fubar.pl/test/startupy/782.html","782.html"),""
"783","Rabatownia.pl - wyszukiwarka rabatów","https://mambiznes.pl/startupy/rabatownia-pl-wyszukiwarka-rabatow-3264","Kultura rabatów wchodzi do Polski. Strony rabatowe w USA są  dobrze znane a…",=hyperlink("http://fubar.pl/test/startupy/783.html","783.html"),""
"784","Navime.pl - dla fanów rowerów","https://mambiznes.pl/startupy/navime-pl-dla-fanow-rowerow-3263","Navime.pl to serwis turystyczno-sportowy dla fascynatów rowerów i zwiazanych z nimi wycieczek. Umożliwia…",=hyperlink("http://fubar.pl/test/startupy/784.html","784.html"),""
"785","CitySquare.pl - miejsce, charakter, klimat","https://mambiznes.pl/startupy/citysquare-pl-miejsce-charakter-klimat-3262","CitySquare.pl to nowo powstały serwis społecznościowy mający stać się wkrótce największą platformą prezentującą…",=hyperlink("http://fubar.pl/test/startupy/785.html","785.html"),""
"786","SzybkaInformacja.pl - przeglądarka newsów","https://mambiznes.pl/startupy/szybkainformacja-pl-przegladarka-newsow-3261","SzybkaInformacja.pl to projekt zespołu 4WebSolutions. Serwis jest agregatorem wszystkich informacji niezbędnych aktywnemu internaucie,…",=hyperlink("http://fubar.pl/test/startupy/786.html","786.html"),""
"787","PlanujemyUrlop.pl - zaplanuj wyjazd","https://mambiznes.pl/startupy/planujemyurlop-pl-zaplanuj-wyjazd-3260","Na pewno zdarzyło Ci się choć raz w życiu spędzić wspaniały urlop i…",=hyperlink("http://fubar.pl/test/startupy/787.html","787.html"),""
"788","JobMatch.pl - dopasuj swoje CV","https://mambiznes.pl/startupy/jobmatch-pl-dopasuj-swoje-cv-3259","Jobmatch.pl jest nową na polskim rynku internetową platformą rekrutacyjną. W ramach JOBMATCH po…",=hyperlink("http://fubar.pl/test/startupy/788.html","788.html"),""
"789","MagiaOgrodu.com","https://mambiznes.pl/startupy/magiaogrodu-com-3258","Magia Ogrodu to firma zajmująca się kształtowaniem krajobrazu wokół nas. Tworzymy zespół młodych,…",=hyperlink("http://fubar.pl/test/startupy/789.html","789.html"),""
"790","Tubylismy.pl - dla podróżników","https://mambiznes.pl/startupy/tubylismy-pl-dla-podroznikow-3257","Tubyliśmy.pl to podróżniczo-turystyczny portal zrzeszający osoby lubiące zwiedzać świat i poznawać nowe miejsca.…",=hyperlink("http://fubar.pl/test/startupy/790.html","790.html"),""
"791","WiejskiPrzysmak.pl","https://mambiznes.pl/startupy/wiejskiprzysmak-pl-3256","WiejskiPrzysmak.pl to sklep ze smakołykami, które pamiętamy ze stołów naszych babć. Po skończonych…",=hyperlink("http://fubar.pl/test/startupy/791.html","791.html"),""
"792","Auteo.pl - przypominacz dla kierowców","https://mambiznes.pl/startupy/auteo-pl-przypominacz-dla-kierowcow-3255","Jeżeli zdarzyło Ci się zapomnieć o terminie przeglądu pojazdu, wymianie oleju, lub omówionej…",=hyperlink("http://fubar.pl/test/startupy/792.html","792.html"),""
"793","WjakiejSieci.pl","https://mambiznes.pl/startupy/wjakiejsieci-pl-3254","Kilka dni temu wystartował serwis wjakiejsieci.pl. Witryna ma za zadanie ułatwić życie użytkownikom…",=hyperlink("http://fubar.pl/test/startupy/793.html","793.html"),""
"794","Niemiecki.pl - tłumaczenia online","https://mambiznes.pl/startupy/niemiecki-pl-tlumaczenia-online-3252","Niemiecki.pl to internetowe biuro tłumaczeń z/na język niemiecki. Szacujemy, że usługa tłumaczeń przez…",=hyperlink("http://fubar.pl/test/startupy/794.html","794.html"),""
"795","JaStawiam.pl w Internecie","https://mambiznes.pl/startupy/jastawiam-pl-w-internecie-3253","W Internecie pojawił się nowy serwis internetowy JaStawiam.pl, pierwszy w Polsce serwis, dzięki…",=hyperlink("http://fubar.pl/test/startupy/795.html","795.html"),""
"796","Peeps.pl","https://mambiznes.pl/startupy/peeps-pl-3251","Peeps.pl to kolejna po Blip.pl, Flaker.pl i Twitt.pl polska odsłona jednej z najpopularniejszych…",=hyperlink("http://fubar.pl/test/startupy/796.html","796.html"),""
"797","Serwisujemy.pl","https://mambiznes.pl/startupy/serwisujemy-pl-3250","Niedawno wystartował portal Serwisujemy.pl. Głównym celem witryny jest zbieranie, jak i prezentowanie opinii…",=hyperlink("http://fubar.pl/test/startupy/797.html","797.html"),""
"798","Give5.pl - prawdziwy świat, prawdziwi ludzie","https://mambiznes.pl/startupy/give5-pl-prawdziwy-swiat-prawdziwi-ludzie-3249","Give5.pl („przybij piątkę”) to speed dating (szybkie randki) online. Taki sposób na poznawanie…",=hyperlink("http://fubar.pl/test/startupy/798.html","798.html"),""
"799","iHula.pl...motywuje do klikania","https://mambiznes.pl/startupy/ihula-pl-motywuje-do-klikania-3248","Niedawno wystartował serwis iHula.pl. Realizując ten projekt chcieliśmy podnieść poprzeczkę, jeśli chodzi o…",=hyperlink("http://fubar.pl/test/startupy/799.html","799.html"),""
"800","Luxlife.pl - dostępne dla wybranych","https://mambiznes.pl/startupy/luxlife-pl-dostepne-dla-wybranych-3247","Luxlife.pl to serwis w całości poświęcony produktom z kategorii dóbr luksusowych, bez których…",=hyperlink("http://fubar.pl/test/startupy/800.html","800.html"),""
"801","BukietDlaBobasa.pl","https://mambiznes.pl/startupy/bukietdlabobasa-pl-3246","Bukiet dla bobasa to e-sklep, który powstał z myślą o tych, którzy szukają…",=hyperlink("http://fubar.pl/test/startupy/801.html","801.html"),""
"802","Brandmind.pl - doradcy online","https://mambiznes.pl/startupy/brandmind-pl-doradcy-online-3245","Po długich przygotowaniach wystartował wreszcie serwis internetowy www.brandmind.pl. Niezależni konsultanci finansowi, dostępni on-line,…",=hyperlink("http://fubar.pl/test/startupy/802.html","802.html"),""
"803","Otoidol.pl - miejsce pełne gwiazd","https://mambiznes.pl/startupy/otoidol-pl-miejsce-pelne-gwiazd-3244","Kilka dni temu swoją premierę miał serwis Otoidol.pl. Za cel powstania serwisu postawiliśmy…",=hyperlink("http://fubar.pl/test/startupy/803.html","803.html"),""
"804","TwojFutrzak.pl - pokaż pupila","https://mambiznes.pl/startupy/twojfutrzak-pl-pokaz-pupila-3243","Głównym celem twojfutrzak.pl jest zwrócenie uwagi na więź jaka potrafi się wytworzyć między…",=hyperlink("http://fubar.pl/test/startupy/804.html","804.html"),""
"805","MobilneMyjnie.pl - umyj auto online","https://mambiznes.pl/startupy/mobilnemyjnie-pl-umyj-auto-online-3242","Mobilnemyjnie.pl to pierwsza firma na terenie Polski,  która zajmuje się pielęgnacją samochodów w…",=hyperlink("http://fubar.pl/test/startupy/805.html","805.html"),""
"806","e-Solarium.pl","https://mambiznes.pl/startupy/e-solarium-pl-3241","E-solarium.pl to nowy serwis będący katalogiem solariów z dokładnym opisem, lokalizacją oraz cennikiem.…",=hyperlink("http://fubar.pl/test/startupy/806.html","806.html"),""
"807","iWish.pl - koniec nietrafionych prezentów","https://mambiznes.pl/startupy/iwish-pl-koniec-nietrafionych-prezentow-3240","Z pewnością każdy z nas chciałby, aby na urodziny lub pod choinką znalazły…",=hyperlink("http://fubar.pl/test/startupy/807.html","807.html"),""
"808","Locome.pl - lokalizacja dla biznesu","https://mambiznes.pl/startupy/locome-pl-lokalizacja-dla-biznesu-3239","Firma LocoZone opracowała technologię lokalizacyjną na urządzenia mobilne o nazwie Locome.pl. Najważniejsze jest…",=hyperlink("http://fubar.pl/test/startupy/808.html","808.html"),""
"809","Agencja Reklamowa "OSCAR"","https://mambiznes.pl/startupy/agencja-reklamowa-oscar-3238","Jesteśmy prężnie rozwijającą się firmą. Działamy na terenie całej Polski. Organizujemy bankiety, imprezy…",=hyperlink("http://fubar.pl/test/startupy/809.html","809.html"),""
"810","SaasCenter.pl","https://mambiznes.pl/startupy/saascenter-pl-3236","Głównym celem powstania serwisu jest zebranie w jednym miejscu dostępnych w internecie informacji…",=hyperlink("http://fubar.pl/test/startupy/810.html","810.html"),""
"811","eSurf.pl - sklep na fali","https://mambiznes.pl/startupy/esurf-pl-sklep-na-fali-3237","Jeśli, tak jak my, nie umiesz żyć bez deski, fali i wiatru lub…",=hyperlink("http://fubar.pl/test/startupy/811.html","811.html"),""
"812","Licyto.pl - nie płać za podbicia","https://mambiznes.pl/startupy/licyto-pl-nie-plac-za-podbicia-3235","Ruszył serwis aukcyjny Licyto.pl. Serwis wykorzystuje nowatorski pomysł oparty na płaceniu za czas…",=hyperlink("http://fubar.pl/test/startupy/812.html","812.html"),""
"813","Sophisti.pl - wszystko o modzie i nie tylko","https://mambiznes.pl/startupy/sophisti-pl-wszystko-o-modzie-i-nie-tylko-3233","Sophisti.pl – nowy portal, stworzony z myślą o ludziach mody, kultury i sztuki.…",=hyperlink("http://fubar.pl/test/startupy/813.html","813.html"),""
"814","Zasypiam.pl - lepiej niż w hotelu","https://mambiznes.pl/startupy/zasypiam-pl-lepiej-niz-w-hotelu-3232","Zasypiam.pl to serwis gdzie szybko i łatwo dokonasz rezerwacji apartamentów i innych obiektów…",=hyperlink("http://fubar.pl/test/startupy/814.html","814.html"),""
"815","ZooHoryzonty.pl","https://mambiznes.pl/startupy/zoohoryzonty-pl-3231","Naszą pasją są zwierzęta, a naszą misją – poszerzanie wiedzy o nich. Propagujemy…",=hyperlink("http://fubar.pl/test/startupy/815.html","815.html"),""
"816","MakeFive.pl","https://mambiznes.pl/startupy/makefive-pl-3230","MakeFive jest miejscem, w którym możesz wypowiadać się na interesujące Cię tematy. Możesz…",=hyperlink("http://fubar.pl/test/startupy/816.html","816.html"),""
